metric_id,instance_id,timestamp,cpu_percent,mem_percent,disk_read_mb,disk_write_mb,net_recv_kb,net_sent_kb
642,my-windows-pc,2026-05-09 21:24:52.472871+05:30,39.3,79.2,0.3514,1.0323,574.2797,9.9065
643,my-windows-pc,2026-05-09 21:25:22.633683+05:30,47.1,80.8,1.6313,1.2392,664.5132,10.9166
644,my-windows-pc,2026-05-09 21:25:52.791182+05:30,37.9,80.6,0.1355,0.883,581.8318,9.5825
645,my-windows-pc,2026-05-09 21:26:22.941747+05:30,42.2,81.2,0.4779,0.8433,522.8219,8.8334
646,my-windows-pc,2026-05-09 21:26:53.135601+05:30,38,81.8,0.6595,1.3192,713.3591,12.1883
647,my-windows-pc,2026-05-09 21:27:23.297227+05:30,43.9,82.4,1.3347,1.1004,558.4993,9.3183
648,my-windows-pc,2026-05-09 21:27:53.590264+05:30,88.6,82.3,14.4225,11.4261,241.7189,3.8563
649,my-windows-pc,2026-05-09 21:28:23.929183+05:30,86.4,86.1,6.1197,1.5196,231.7663,2.8936
650,my-windows-pc,2026-05-09 21:28:54.145922+05:30,54.5,86,23.2722,0.3429,103.8778,2.1629
651,my-windows-pc,2026-05-09 21:29:25.567337+05:30,69.2,89.6,8.7167,1.0957,139.1407,2.1077
652,my-windows-pc,2026-05-09 21:29:56.156309+05:30,99.9,91.9,6.4815,4.4725,409.7821,5.8689
653,my-windows-pc,2026-05-09 21:30:26.445238+05:30,50.6,79.8,1.7512,7.626,411.9795,4.5372
654,my-windows-pc,2026-05-09 21:30:56.649435+05:30,49.2,81.3,0.6244,0.0396,285.4607,3.9068
655,my-windows-pc,2026-05-09 21:31:26.831459+05:30,40.1,83,3.7943,0.0962,180.8485,2.8272
656,my-windows-pc,2026-05-09 21:31:57.004259+05:30,37.5,81.6,1.57,0.4522,353.4249,4.2452
657,my-windows-pc,2026-05-09 21:32:27.176128+05:30,42.2,86.7,3.9291,0.0295,196.7351,2.3355
658,my-windows-pc,2026-05-09 21:32:57.344714+05:30,32.9,86.6,0.0909,0.3921,145.6417,2.1411
659,my-windows-pc,2026-05-09 21:33:27.527737+05:30,27.2,85.2,0.1084,0.0221,214.4799,2.878
660,my-windows-pc,2026-05-09 21:33:57.691059+05:30,33.5,84.8,0.1787,0.0305,319.0784,4.0182
661,my-windows-pc,2026-05-09 21:34:27.856426+05:30,38.7,86.2,2.6045,0.0402,135.9093,1.5811
662,my-windows-pc,2026-05-09 21:34:58.18326+05:30,48.8,90.7,3.693,0.0459,395.5753,5.5613
663,my-windows-pc,2026-05-09 21:35:28.87867+05:30,99.2,90.3,5.8464,3.5549,89.8344,1.556
664,my-windows-pc,2026-05-09 21:35:59.151418+05:30,46.9,86.8,1.3645,0.0569,133.2923,1.6989
665,my-windows-pc,2026-05-09 21:36:32.096849+05:30,53.8,88.5,5.2671,2.1752,157.5219,2.7327
666,my-windows-pc,2026-05-09 21:37:02.279898+05:30,56.9,83.4,1.4718,5.1185,420.0787,5.3442
667,my-windows-pc,2026-05-09 21:37:32.457794+05:30,49.5,83.8,0.8527,1.2148,96.6619,1.9818
668,my-windows-pc,2026-05-09 21:38:02.644369+05:30,36.3,76.8,0.3805,3.5183,343.9421,4.6198
669,my-windows-pc,2026-05-09 21:38:32.843011+05:30,43.2,80.3,0.4554,0.0357,316.2579,3.8723
670,my-windows-pc,2026-05-09 21:39:03.096524+05:30,53.5,81.4,0.487,0.0385,269.2071,4.1109
671,my-windows-pc,2026-05-09 21:39:33.370412+05:30,54.2,82.4,0.8594,0.0415,477.1846,5.929
672,my-windows-pc,2026-05-09 21:40:03.545039+05:30,58,80.7,0.203,0.0381,580.8033,8.4064
673,my-windows-pc,2026-05-09 21:40:33.703677+05:30,36,82.6,1.8765,0.0268,235.6409,3.0185
674,my-windows-pc,2026-05-09 21:41:03.852356+05:30,32.9,81.3,0.0683,0.0321,185.8557,2.5562
675,my-windows-pc,2026-05-09 21:41:33.991845+05:30,39.7,81,0.2605,3.3133,258.5412,3.6735
676,my-windows-pc,2026-05-09 21:42:04.134952+05:30,39.5,81,0.5026,0.4165,127.0232,2.06
677,my-windows-pc,2026-05-09 21:42:34.274497+05:30,26.4,81.5,0.071,0.0472,137.415,2.6293
678,my-windows-pc,2026-05-09 21:43:04.412902+05:30,35,77.7,0.2679,0.4148,234.8561,2.8638
679,my-windows-pc,2026-05-09 21:43:34.573479+05:30,26.9,78.2,0.095,0.0358,137.7392,2.1728
680,my-windows-pc,2026-05-09 21:44:04.70941+05:30,33.5,78,0.23,0.0367,148.3953,3.117
681,my-windows-pc,2026-05-09 21:44:34.850241+05:30,30.6,79.1,0.9431,0.0755,101.9083,2.9316
682,my-windows-pc,2026-05-09 21:45:05.047433+05:30,81.4,86.7,5.7449,4.2623,26.8678,4.0929
683,my-windows-pc,2026-05-09 21:45:35.196082+05:30,65.8,79.4,1.2894,2.8842,697.1791,7.7987
684,my-windows-pc,2026-05-09 21:46:05.68538+05:30,71.3,81,0.9389,0.4798,640.4671,8.5338
685,my-windows-pc,2026-05-09 21:46:37.18543+05:30,73,81.5,0.5284,0.0679,820.6949,8.7653
686,my-windows-pc,2026-05-09 21:47:07.649068+05:30,70.8,80.5,1.2761,2.9246,753.0831,8.715
687,my-windows-pc,2026-05-09 21:47:38.03709+05:30,71.1,79.8,0.6304,0.5039,655.3923,7.7356
688,my-windows-pc,2026-05-09 21:48:08.329478+05:30,59.3,76.2,0.0383,1.4438,606.2087,6.5916
689,my-windows-pc,2026-05-09 21:48:38.651448+05:30,76,80.3,1.1109,0.0393,837.7553,9.439
690,my-windows-pc,2026-05-09 21:49:08.99647+05:30,61.7,78.5,0.341,0.0586,926.2487,10.8917
691,my-windows-pc,2026-05-09 21:49:39.253769+05:30,73.1,79.4,2.1277,0.0537,836.5618,9.0263
692,my-windows-pc,2026-05-09 21:50:09.555028+05:30,54.5,80.1,0.6959,0.06,487.1114,6.0822
693,my-windows-pc,2026-05-09 21:50:39.837613+05:30,60.1,81,0.1298,0.0228,847.2837,9.8698
694,my-windows-pc,2026-05-09 21:51:10.185614+05:30,56.8,80.2,0.042,0.0346,722.9318,8.4554
695,my-windows-pc,2026-05-09 21:51:40.590752+05:30,63.3,81.4,0.1005,0.064,818.7548,9.0867
696,my-windows-pc,2026-05-09 21:52:10.894637+05:30,60.4,80.7,0.0571,0.3918,614.1362,6.9789
697,my-windows-pc,2026-05-09 21:52:41.228256+05:30,62,79.7,0.1496,0.1165,859.6447,10.8435
698,my-windows-pc,2026-05-09 21:53:11.80346+05:30,56.8,79.5,0.0367,0.3574,550.8265,6.2486
699,my-windows-pc,2026-05-09 21:53:42.030744+05:30,52.8,80.9,1.2924,0.0268,144.6029,2.4181
700,my-windows-pc,2026-05-09 21:54:12.9303+05:30,99.1,82.5,6.1285,0.5296,703.916,9.409
701,my-windows-pc,2026-05-09 21:54:43.531473+05:30,97.7,89.1,13.2974,1.293,643.8935,9.9143
702,my-windows-pc,2026-05-09 21:55:13.804877+05:30,75.2,82.3,0.2478,2.7606,371.9503,5.9093
703,my-windows-pc,2026-05-09 21:55:44.102364+05:30,50.8,79.7,0.1888,0.0362,143.3141,2.8085
704,my-windows-pc,2026-05-09 21:56:14.412428+05:30,65.6,81,0.4833,1.3043,150.5436,2.0762
705,my-windows-pc,2026-05-09 21:56:45.529948+05:30,93.1,88.9,3.9505,0.4201,752.4851,8.7421
706,my-windows-pc,2026-05-09 21:57:15.83372+05:30,88.2,86.1,2.3076,0.3883,440.7244,5.1114
707,my-windows-pc,2026-05-09 21:57:46.120909+05:30,64.9,85.2,0.6608,0.3906,307.4214,3.5802
708,my-windows-pc,2026-05-09 21:58:16.893872+05:30,62.2,85.2,0.0534,0.0511,261.8142,2.7816
709,my-windows-pc,2026-05-09 21:58:47.153627+05:30,61.1,83.5,0.026,0.0307,454.9138,4.9885
710,my-windows-pc,2026-05-09 21:59:17.438672+05:30,61.2,83.8,0.1817,0.0189,459.8792,5.681
711,my-windows-pc,2026-05-09 21:59:49.920507+05:30,82.1,89.2,1.1037,0.3883,11.8226,1.4519
712,my-windows-pc,2026-05-09 22:00:22.324526+05:30,88.1,90.2,32.8249,0.7477,14.9245,1.4221
713,my-windows-pc,2026-05-09 22:00:53.343463+05:30,98.4,89.5,38.9693,6.4191,5.105,20.7625
714,my-windows-pc,2026-05-09 22:01:33.060266+05:30,93,90.3,11.2477,3.3635,5.5782,18.1849
715,my-windows-pc,2026-05-09 22:02:03.447734+05:30,62.6,90.2,13.6325,5.5982,4.3296,10.3677
716,my-windows-pc,2026-05-09 22:02:37.191062+05:30,94.5,92,7.7669,0.5651,6.0815,18.8005
717,my-windows-pc,2026-05-09 22:03:08.662081+05:30,99.4,89.7,14.7736,5.4628,5.7836,23.0022
718,my-windows-pc,2026-05-09 22:03:38.955692+05:30,71.4,82.2,4.4197,6.9987,5.1831,31.1013
719,my-windows-pc,2026-05-09 22:04:09.106083+05:30,66.4,82.8,3.6083,0.0747,2.6014,18.7092
720,my-windows-pc,2026-05-09 22:04:39.242508+05:30,77,86.9,2.6312,1.2546,1.0382,0.7868
721,my-windows-pc,2026-05-09 22:05:09.475042+05:30,78.6,87.4,2.1372,0.025,3.4123,15.8089
722,my-windows-pc,2026-05-09 22:05:39.636996+05:30,80.1,89.7,1.1012,0.109,5.6769,13.7466
723,my-windows-pc,2026-05-09 22:06:09.812166+05:30,80.3,89.5,0.488,0.0357,0.348,0.2348
724,my-windows-pc,2026-05-09 22:06:40.000067+05:30,86.4,87.9,6.1294,5.3775,1.8534,0.4231
725,my-windows-pc,2026-05-09 22:07:10.21555+05:30,75.7,84.6,1.703,3.6063,0.6352,0.1379
726,my-windows-pc,2026-05-09 22:07:40.336594+05:30,77.2,84.5,4.1095,0.0753,0.6367,0.3665
727,my-windows-pc,2026-05-09 22:08:10.537933+05:30,82.6,88.7,7.3618,0.3721,0.5485,0.1131
728,my-windows-pc,2026-05-09 22:08:40.694559+05:30,81,79,1.8438,5.5498,0.3824,0.3437
729,my-windows-pc,2026-05-09 22:09:10.834246+05:30,76,79.2,3.9749,0.0467,0.0834,0.0269
730,my-windows-pc,2026-05-09 22:09:40.981048+05:30,75.5,79.3,0.1301,0.0627,0.3988,0.2536
731,my-windows-pc,2026-05-09 22:10:11.132322+05:30,75.3,79.5,0.3362,0.0371,2.8414,0.294
732,my-windows-pc,2026-05-09 22:10:41.264145+05:30,74.6,79.5,0.1366,0.0199,0.1988,0.2062
733,my-windows-pc,2026-05-09 22:11:11.442739+05:30,73.3,79.4,19.6347,0.0268,0.3468,0.2225
734,my-windows-pc,2026-05-09 22:11:41.675249+05:30,74.1,79.5,0.7832,0.0277,0.1086,0.1419
735,my-windows-pc,2026-05-09 22:12:11.8297+05:30,75.5,82.5,4.5735,0.3866,1.3436,0.203
736,my-windows-pc,2026-05-09 22:12:41.983845+05:30,73.4,82.3,0.3267,0.0228,0.0988,0.15
737,my-windows-pc,2026-05-09 22:13:12.13008+05:30,73.1,82.3,0.6558,0.36,0.2089,0.161
738,my-windows-pc,2026-05-09 22:13:42.279527+05:30,51.1,81.9,2.7998,0.0427,0.4022,0.333
739,my-windows-pc,2026-05-09 22:14:12.421727+05:30,9.4,82.4,1.7651,0.0702,0.089,0.043
740,my-windows-pc,2026-05-09 22:14:42.562998+05:30,8.5,84,4.6495,0.2519,1.1521,0.5954
741,my-windows-pc,2026-05-09 22:15:12.713301+05:30,13.4,82.8,4.154,3.5359,4.3389,1.1313
742,my-windows-pc,2026-05-09 22:15:42.853129+05:30,6.4,84.3,1.4055,0.0334,1.0892,1.284
743,my-windows-pc,2026-05-09 22:16:13.000281+05:30,10.7,83.4,1.8655,0.0487,0.1374,0.6145
744,my-windows-pc,2026-05-09 22:16:43.139283+05:30,7.5,85.9,2.216,0.0329,0.9527,0.8075
745,my-windows-pc,2026-05-09 22:17:13.326635+05:30,17.5,85.7,1.6192,0.3966,0.5686,0.1709
746,my-windows-pc,2026-05-09 22:17:43.489348+05:30,10.3,86.9,2.711,0.6998,72.0544,1.4993
747,my-windows-pc,2026-05-09 22:18:13.640287+05:30,11.6,86.2,0.6573,0.4685,0.0782,0.0527
748,my-windows-pc,2026-05-09 22:18:43.781541+05:30,4.2,87,0.3508,0.0326,0.0974,0.1379
749,my-windows-pc,2026-05-09 22:19:14.00811+05:30,38.4,90.5,46.4037,0.9049,3.0683,1.3975
750,my-windows-pc,2026-05-09 22:19:44.271064+05:30,43.6,83.3,38.6204,6.0375,96.8936,5.2486
751,my-windows-pc,2026-05-09 22:20:14.478568+05:30,9.3,82.6,1.3404,0.1236,5.3384,1.529
752,my-windows-pc,2026-05-09 22:20:44.63192+05:30,9.7,81,0.1548,0.0291,0.763,0.3212
753,my-windows-pc,2026-05-09 22:21:14.778717+05:30,10.7,81.6,1.5447,0.0683,0.0695,0.0516
754,my-windows-pc,2026-05-09 22:21:44.915974+05:30,9.4,82,0.1118,0.0619,0.1788,0.1921
755,my-windows-pc,2026-05-09 22:22:15.068882+05:30,5.8,81.6,0.376,0.0553,1.7024,0.912
756,my-windows-pc,2026-05-09 22:22:45.237161+05:30,10,82.3,0.11,0.3659,0.0953,0.134
757,my-windows-pc,2026-05-09 22:23:15.389732+05:30,4.2,80.9,0.0667,0.3455,0.0423,0.0284
758,my-windows-pc,2026-05-09 22:23:45.63538+05:30,11.9,78.9,0.0458,0.012,0.1123,0.146
759,my-windows-pc,2026-05-09 22:24:15.785917+05:30,13.9,80,0.5943,0.1269,3.8938,0.4406
760,my-windows-pc,2026-05-09 22:24:45.969196+05:30,6.2,79.4,0.1782,0.0216,0.1311,0.1443
761,my-windows-pc,2026-05-09 22:25:16.118344+05:30,8.9,80.2,1.7602,0.0129,2.451,0.2323
762,my-windows-pc,2026-05-09 22:25:46.25912+05:30,5,80.6,0.0364,0.022,0.13,0.1416
763,my-windows-pc,2026-05-09 22:26:16.397099+05:30,15.9,80.8,1.8291,0.3043,0.8256,0.3461
764,my-windows-pc,2026-05-09 22:26:46.560783+05:30,4.6,81,0.046,0.0254,0.1402,0.1434
765,my-windows-pc,2026-05-09 22:27:16.679602+05:30,9.7,81.1,0.129,0.0488,0.5074,0.1545
766,my-windows-pc,2026-05-09 22:27:46.809383+05:30,7,81.4,0.4547,0.6957,0.7698,0.3221
767,my-windows-pc,2026-05-09 22:28:16.947157+05:30,9.3,81.1,0.0597,0.0528,0.0781,0.0483
768,my-windows-pc,2026-05-09 22:28:47.079021+05:30,4.1,81,0.0101,0.0123,0.1021,0.1411
769,my-windows-pc,2026-05-09 22:29:17.208921+05:30,9.1,80.6,0.0349,0.0318,0.1648,0.0191
770,my-windows-pc,2026-05-09 22:29:47.357863+05:30,8.9,81,0.4952,0.4283,0.5387,0.2912
771,my-windows-pc,2026-05-09 22:30:17.50368+05:30,8.7,80.8,0.0322,0.0232,2.4626,0.2591
772,my-windows-pc,2026-05-09 22:30:47.649108+05:30,4.6,81,0.0354,0.0135,0.0868,0.123
773,my-windows-pc,2026-05-09 22:31:17.786573+05:30,4.4,80.8,0.2998,0.0189,0.0448,0.0426
774,my-windows-pc,2026-05-09 22:31:47.93008+05:30,10.2,80.6,0.0443,0.2995,0.1288,0.1603
775,my-windows-pc,2026-05-09 22:32:18.075151+05:30,4.9,81,0.6967,0.0363,1.3342,0.1877
776,my-windows-pc,2026-05-09 22:32:48.221168+05:30,10.2,81.7,0.0276,0.6889,0.0722,0.1439
777,my-windows-pc,2026-05-09 22:33:18.358779+05:30,12.6,81.4,0.0834,0.0785,3.7872,0.4259
778,my-windows-pc,2026-05-09 22:33:48.505782+05:30,47.3,90.1,12.2535,3.8744,0,0
779,my-windows-pc,2026-05-09 22:42:50.259582+05:30,96.8,93.2,0.9697,0.1092,9869.6926,231.1093
780,my-windows-pc,2026-05-09 22:43:23.833781+05:30,97.8,89.5,10.8637,6.7453,17.0655,3.4252
781,my-windows-pc,2026-05-09 22:43:54.600834+05:30,74.6,91.2,16.5028,3.7571,1.5774,1.1453
782,my-windows-pc,2026-05-09 22:44:26.31477+05:30,96.5,93.8,17.6106,0.7988,7.5466,14.3509
783,my-windows-pc,2026-05-09 22:44:57.146205+05:30,96,92.8,18.4301,1.8753,3.8217,5.7667
784,my-windows-pc,2026-05-09 22:45:27.381491+05:30,87,91.2,5.5727,4.3726,2.031,1.2952
785,my-windows-pc,2026-05-09 22:45:57.894012+05:30,95.5,93.4,18.7455,1.6804,0.7775,0.5686
786,my-windows-pc,2026-05-09 22:46:28.273541+05:30,97.3,93.6,10.4455,1.4242,0.5568,0.9037
787,my-windows-pc,2026-05-09 22:46:58.446355+05:30,95.8,91.1,8.9499,4.9135,0.4942,6.6825
788,my-windows-pc,2026-05-09 22:47:28.614456+05:30,86,91.3,1.9092,0.0255,2.7424,0.2512
789,my-windows-pc,2026-05-09 22:47:58.880784+05:30,89,87.9,6.8206,4.4311,3.3984,1.1294
790,my-windows-pc,2026-05-09 22:48:29.036788+05:30,90.9,88.2,1.0782,0.0342,0.0261,0.0179
791,my-windows-pc,2026-05-09 22:49:00.055498+05:30,83.4,88.4,0.2947,0.0654,0.2463,0.1628
792,my-windows-pc,2026-05-09 22:49:30.200735+05:30,81.3,90,3.4293,0.2457,5.8187,1.0123
793,my-windows-pc,2026-05-09 22:50:00.329996+05:30,63.1,89.6,0.8795,0.1059,0.1695,0.2968
794,my-windows-pc,2026-05-09 22:50:30.478545+05:30,81.8,90.8,0.9137,0.1217,6.0526,0.6878
795,my-windows-pc,2026-05-09 22:51:00.616133+05:30,64.5,81.9,4.7337,5.5984,5.3618,0.2784
796,my-windows-pc,2026-05-09 22:51:30.827563+05:30,57.3,86.2,3.6705,3.2456,5.67,1.1269
797,my-windows-pc,2026-05-09 22:52:01.455738+05:30,84.4,84.9,4.5757,0.0674,0.4299,0.362
798,my-windows-pc,2026-05-09 22:52:31.62075+05:30,61.8,83,7.9413,3.6317,3.0621,0.3501
799,my-windows-pc,2026-05-09 22:53:01.755394+05:30,50.1,86.2,1.8206,0.7223,0.6966,0.4748
800,my-windows-pc,2026-05-09 22:53:31.880061+05:30,51.1,87.7,0.958,0.3949,0.1349,0.1836
801,my-windows-pc,2026-05-09 22:54:02.145142+05:30,79.2,91.7,16.1086,1.8897,2.2329,0.9851
802,my-windows-pc,2026-05-09 22:54:33.59748+05:30,36,84.2,1.8862,5.7326,0.5595,0.8497
803,my-windows-pc,2026-05-09 22:55:03.724604+05:30,39.7,83.6,1.0531,0.403,0.0609,0.0613
804,my-windows-pc,2026-05-09 22:55:33.863945+05:30,73.3,87.7,4.728,0.532,0.1181,0.4161
805,my-windows-pc,2026-05-09 22:56:04.0046+05:30,73.7,88.9,0.944,0.9195,0.0591,0.2901
806,my-windows-pc,2026-05-09 22:56:34.884556+05:30,70,90.1,1.2484,0.6105,1.3066,1.4422
807,my-windows-pc,2026-05-09 22:57:05.864048+05:30,92.2,87.7,3.1186,5.8462,5.0826,9.473
808,my-windows-pc,2026-05-09 22:57:36.261624+05:30,96.3,89,8.6653,0.3404,8.3949,0.9324
809,my-windows-pc,2026-05-09 22:58:06.873659+05:30,91.2,88.3,2.1774,0.7291,4.9625,0.8437
810,my-windows-pc,2026-05-09 22:58:37.009449+05:30,80.9,87.2,1.5403,0.3883,1.2031,0.3907
811,my-windows-pc,2026-05-09 22:59:07.362265+05:30,93,92.3,1.5762,0.2498,5.4696,0.7211
812,my-windows-pc,2026-05-09 22:59:37.786212+05:30,90.8,91.9,0.7661,0.0595,1.4789,0.8161
813,my-windows-pc,2026-05-09 23:00:08.01679+05:30,97.2,90.6,30.7133,4.7995,1.4944,1.2501
814,my-windows-pc,2026-05-09 23:00:38.404544+05:30,99.3,92,39.4976,6.3622,0.4123,0.5125
815,my-windows-pc,2026-05-09 23:01:17.72833+05:30,87.4,89.9,23.3547,3.8565,0.325,0.4687
816,my-windows-pc,2026-05-09 23:01:49.289248+05:30,94.2,91.3,19.551,3.8421,0.3948,0.5027
817,my-windows-pc,2026-05-09 23:02:21.572569+05:30,100,91.1,25.4296,6.18,3.7714,15.0242
818,my-windows-pc,2026-05-09 23:02:52.621173+05:30,100,90.5,24.9696,5.724,7.1832,23.1577
819,my-windows-pc,2026-05-09 23:03:23.262347+05:30,98.9,92.6,17.5178,2.939,5.4766,28.1779
820,my-windows-pc,2026-05-09 23:03:53.868278+05:30,99.9,93.1,15.3591,3.7308,4.9596,30.3941
821,my-windows-pc,2026-05-09 23:04:24.148719+05:30,89.1,88.2,17.492,7.0994,6.8917,7.6563
822,my-windows-pc,2026-05-09 23:04:55.485435+05:30,99.5,91.4,17.3401,4.6759,5.2057,24.4383
823,my-windows-pc,2026-05-09 23:05:26.375016+05:30,99.2,90.2,11.5432,6.5697,5.9233,16.9808
824,my-windows-pc,2026-05-09 23:05:56.645874+05:30,100,91.7,18.4699,5.1478,6.7248,51.8208
825,my-windows-pc,2026-05-09 23:06:26.888117+05:30,93,88.5,13.5911,4.4812,0.8778,0.9087
826,my-windows-pc,2026-05-09 23:06:57.550417+05:30,84.6,89.4,13.0041,2.7814,1.3942,5.2595
827,my-windows-pc,2026-05-09 23:07:27.933535+05:30,49.2,83.4,6.3677,6.3172,0.0563,0.0696
828,my-windows-pc,2026-05-09 23:07:58.255732+05:30,92.9,90.8,14.3787,2.1725,7.3847,8.3963
829,my-windows-pc,2026-05-09 23:08:29.403136+05:30,88,88,12.3658,6.0823,3.4226,6.5592
830,my-windows-pc,2026-05-09 23:09:03.000572+05:30,97.8,91,8.8536,1.2529,5.1116,0.3143
831,my-windows-pc,2026-05-09 23:09:33.184427+05:30,85.2,86.1,5.6673,4.1095,0.2137,0.3682
832,my-windows-pc,2026-05-09 23:10:03.339981+05:30,84.2,84.2,1.166,0.0409,0.0212,0.0159
833,my-windows-pc,2026-05-09 23:10:33.509369+05:30,52.7,87,2.9629,1.873,0.4088,0.4932
834,my-windows-pc,2026-05-09 23:11:03.894451+05:30,89.7,88.5,2.0101,0.3829,0.0449,0.0341
835,my-windows-pc,2026-05-09 23:11:35.337631+05:30,95.2,91.4,15.1306,1.9845,77.816,7.7056
836,my-windows-pc,2026-05-09 23:12:06.465016+05:30,100,93.3,11.2219,1.5177,41.2626,2.2458
837,my-windows-pc,2026-05-09 23:12:36.81686+05:30,100,89.6,15.5727,6.3616,3.4154,1.2139
838,my-windows-pc,2026-05-09 23:13:07.027016+05:30,88.2,90.6,10.2734,4.2735,4.0173,2.1912
839,my-windows-pc,2026-05-09 23:13:38.720152+05:30,92.1,92.5,7.3973,1.5784,0.6798,0.4272
840,my-windows-pc,2026-05-09 23:14:09.854905+05:30,98.5,93.2,3.9429,0.5551,0.0466,0.0307
841,my-windows-pc,2026-05-09 23:14:40.372477+05:30,85.8,92.7,5.7217,1.5658,2.1273,0.8706
842,my-windows-pc,2026-05-09 23:15:10.65367+05:30,93,91.8,4.7733,2.0926,1.2783,0.8644
843,my-windows-pc,2026-05-09 23:15:40.826589+05:30,94.4,88.8,3.8554,5.0856,1.44,1.1513
844,my-windows-pc,2026-05-09 23:16:10.995665+05:30,92.7,87.9,1.5361,0.5845,0.0416,0.0145
845,my-windows-pc,2026-05-09 23:16:41.131196+05:30,77.6,84.6,0.8697,0.4721,0.1009,0.1535
846,my-windows-pc,2026-05-09 23:17:11.320457+05:30,57,90.3,3.1435,0.0418,0.0922,0.3107
847,my-windows-pc,2026-05-09 23:17:41.625077+05:30,91.8,90.1,1.7738,0.3755,0.7505,0.4149
848,my-windows-pc,2026-05-09 23:18:12.050161+05:30,64.2,79.9,1.8429,3.3821,4.0948,0.9299
849,my-windows-pc,2026-05-09 23:18:44.467367+05:30,97.3,91.2,3.8811,1.5738,10.5533,1.6425
850,my-windows-pc,2026-05-09 23:19:15.372882+05:30,100,93.3,14.2108,1.0957,6.038,0.8084
851,my-windows-pc,2026-05-09 23:19:45.832118+05:30,100,90.4,23.1251,4.4181,2.1045,0.6841
852,my-windows-pc,2026-05-09 23:20:18.214308+05:30,100,86.4,15.9572,2.1762,1.9282,0.4926
853,my-windows-pc,2026-05-09 23:20:48.403919+05:30,69.5,83.3,8.0497,0.6095,3.2432,1.7537
854,my-windows-pc,2026-05-09 23:21:18.824361+05:30,75.8,85.5,3.8968,3.2874,0.6851,0.5596
855,my-windows-pc,2026-05-09 23:21:48.999917+05:30,83.5,81.7,1.7378,0.399,0.4902,0.4457
